Date,Hour,Rank,Topic,Volume
2019-01-04,22:07,4,#ImpeachTheMF,224.071
2019-01-04,22:07,5,Dirk,17.272
2019-01-04,22:07,6,Sparkle,39.671
2019-01-04,22:07,7,#LoveAfterLockup,0
2019-01-04,22:07,8,Bruce Kelly,0
2019-01-04,22:07,9,Jerhonda,0
2019-01-04,22:07,10,Andrea,54.100
2019-01-04,22:37,1,#SurvivingRKellly,39.289
2019-01-04,22:37,2,#LivePD,30.342
2019-01-04,22:37,3,#AllStars4,17.499
2019-01-04,22:37,4,#ImpeachTheMF,231.861
2019-01-04,22:37,5,Dirk,18.315
2019-01-04,22:37,6,Sparkle,40.770
2019-01-04,22:37,7,#GiggleFit,0
2019-01-04,22:37,8,Nerlens Noel,0
2019-01-04,22:37,9,Bruce Kelly,0
2019-01-04,22:37,10,Jerhonda,0
2019-01-04,23:06,1,Knicks,12.918
2019-01-04,23:06,2,#SurvivingRKellly,40.753
2019-01-04,23:06,3,#LivePD,30.733
2019-01-04,23:06,4,#AllStars4,18.134
2019-01-04,23:06,5,#ImpeachTheMF,239.304
2019-01-04,23:06,6,Luke Walton,0
2019-01-04,23:06,7,Dirk,19.059
2019-01-04,23:06,8,Sparkle,40.278
2019-01-04,23:06,9,#NYKvsLAL,0
2019-01-04,23:06,10,The Lakers,0
2019-01-04,23:31,1,Knicks,14.711
2019-01-04,23:31,2,#SurvivingRKellly,42.067
2019-01-04,23:31,3,#LivePD,31.066
2019-01-04,23:31,4,#AllStars4,18.567
2019-01-04,23:31,5,Luke Walton,0
2019-01-04,23:31,6,The Lakers,0
2019-01-04,23:31,7,#MoviesYouPutInYourMouth,0
2019-01-04,23:31,8,Sparkle,40.919
2019-01-04,23:31,9,Dirk,19.647
2019-01-04,23:31,10,#NYKvsLAL,0
2019-01-05,00:06,1,Knicks,15.822
2019-01-05,00:06,2,#SurvivingRKellly,43.722
2019-01-05,00:06,3,#LivePD,31.411
2019-01-05,00:06,4,#MoviesYouPutInYourMouth,0
2019-01-05,00:06,5,Luke Walton,0
2019-01-05,00:06,6,#AllStars4,19.013
2019-01-05,00:06,7,The Lakers,10.449
2019-01-05,00:06,8,#NYKvsLAL,0
2019-01-05,00:06,9,Dirk,20.274
2019-01-05,00:06,10,Nerlens Noel,0
2019-01-05,00:36,1,Knicks,17.017
2019-01-05,00:36,2,#SurvivingRKellly,45.090
2019-01-05,00:36,3,#MoviesYouPutInYourMouth,0
2019-01-05,00:36,4,#LivePD,31.628
2019-01-05,00:36,5,Luke Walton,0
2019-01-05,00:36,6,#AllStars4,19.492
2019-01-05,00:36,7,The Lakers,10.887
2019-01-05,00:36,8,#RuinABandNameWithOneLetter,0
2019-01-05,00:36,9,Dirk,20.768
2019-01-05,00:36,10,Nerlens Noel,0
2019-01-05,01:06,1,Knicks,17.720
2019-01-05,01:06,2,#MoviesYouPutInYourMouth,0
2019-01-05,01:06,3,#survivingRKelley,0
2019-01-05,01:06,4,#LivePD,31.805
2019-01-05,01:06,5,#AllStars4,19.767
2019-01-05,01:06,6,Luke Walton,0
2019-01-05,01:06,7,#WeirdPaintColors,0
2019-01-05,01:06,8,The Lakers,11.154
2019-01-05,01:06,9,Dirk,21.094
2019-01-05,01:06,10,Nerlens Noel,0
2019-01-05,01:36,1,Knicks,18.284
2019-01-05,01:36,2,#MoviesYouPutInYourMouth,0
2019-01-05,01:36,3,#survivingRKelley,0
2019-01-05,01:36,4,#WeirdPaintColors,0
2019-01-05,01:36,5,Luke Walton,0
2019-01-05,01:36,6,#RuinABandNameWithOneLetter,0
2019-01-05,01:36,7,Roy Kim,16.988
2019-01-05,01:36,8,#GDA2019,50.538
2019-01-05,01:36,9,The Lakers,11.384
2019-01-05,01:36,10,Dirk,21.503
2019-01-05,02:02,1,Knicks,18.579
2019-01-05,02:02,2,#MoviesYouPutInYourMouth,0
2019-01-05,02:02,3,#survivingRKelley,0
2019-01-05,02:02,4,#WeirdPaintColors,0
2019-01-05,02:02,5,#GDA2019,68.737
2019-01-05,02:02,6,Luke Walton,0
2019-01-05,02:02,7,#RuinABandNameWithOneLetter,0
2019-01-05,02:02,8,roy kim,20.069
2019-01-05,02:02,9,The Lakers,11.474
2019-01-05,02:02,10,Nerlens Noel,0
2019-01-05,02:36,1,#MoviesYouPutInYourMouth,0
2019-01-05,02:36,2,#GDA2019,122.958
2019-01-05,02:36,3,Knicks,19.003
2019-01-05,02:36,4,#njdash,0
2019-01-05,02:36,5,#survivingRKelley,0
2019-01-05,02:36,6,#WeirdPaintColors,0
2019-01-05,02:36,7,Luke Walton,0
2019-01-05,02:36,8,roy kim,22.791
2019-01-05,02:36,9,The Lakers,11.659
2019-01-05,02:36,10,Torrance,0
2019-01-05,03:02,1,#njdash,0
2019-01-05,03:02,2,#MoviesYouPutInYourMouth,0
2019-01-05,03:02,3,#GDA2019,165.456
2019-01-05,03:02,4,Knicks,19.210
2019-01-05,03:02,5,#RuinABandNameWithOneLetter,0
2019-01-05,03:02,6,#survivingRKelley,0
2019-01-05,03:02,7,Torrance,0
2019-01-05,03:02,8,Luke Walton,0
2019-01-05,03:02,9,roy kim,23.891
2019-01-05,03:02,10,The Lakers,11.714
2019-01-05,03:32,1,#njdash,0
2019-01-05,03:32,2,#GDA2019,220.182
2019-01-05,03:32,3,#MoviesYouPutInYourMouth,0
2019-01-05,03:32,4,Knicks,19.486
2019-01-05,03:32,5,#RuinABandNameWithOneLetter,0
2019-01-05,03:32,6,#njnyd,0
2019-01-05,03:32,7,Torrance,0
2019-01-05,03:32,8,Luke Walton,0
2019-01-05,03:32,9,roy kim,25.062
2019-01-05,03:32,10,Chase Owens,0
2019-01-05,04:02,1,#njdash,10.568
2019-01-05,04:02,2,#GDA2019,289.442
2019-01-05,04:02,3,#MoviesYouPutInYourMouth,0
2019-01-05,04:02,4,Knicks,19.726
2019-01-05,04:02,5,#RuinABandNameWithOneLetter,0
2019-01-05,04:02,6,#njnyd,0
2019-01-05,04:02,7,Torrance,0
2019-01-05,04:02,8,Bullet Club,0
2019-01-05,04:02,9,iKON,361.330
2019-01-05,04:02,10,Pieter,0
2019-01-05,04:37,1,#njdash,15.213
2019-01-05,04:37,2,#MoviesYouPutInYourMouth,0
2019-01-05,04:37,3,#GDA2019,353.648
2019-01-05,04:37,4,Torrance,0
2019-01-05,04:37,5,#RuinABandNameWithOneLetter,0
2019-01-05,04:37,6,Taichi,0
2019-01-05,04:37,7,#njnyd,0
2019-01-05,04:37,8,Knicks,20.029
2019-01-05,04:37,9,Bullet Club,0
2019-01-05,04:37,10,Good Saturday,0
2019-01-05,05:02,1,#njdash,17.931
2019-01-05,05:02,2,#MoviesYouPutInYourMouth,0
2019-01-05,05:02,3,#GDA2019,388.411
2019-01-05,05:02,4,Torrance,0
2019-01-05,05:02,5,#RuinABandNameWithOneLetter,0
2019-01-05,05:02,6,#SaturdayMorning,0
2019-01-05,05:02,7,Taichi,0
2019-01-05,05:02,8,Bullet Club,0
2019-01-05,05:02,9,Good Saturday,0
2019-01-05,05:02,10,Yoshi-Hashi,0
2019-01-05,05:32,1,#njdash,19.680
2019-01-05,05:32,2,#MoviesYouPutInYourMouth,0
2019-01-05,05:32,3,#SaturdayMorning,0
2019-01-05,05:32,4,Torrance,0
2019-01-05,05:32,5,#RuinABandNameWithOneLetter,0
2019-01-05,05:32,6,#GDA2019,424.124
2019-01-05,05:32,7,Taichi,0
2019-01-05,05:32,8,Bullet Club,0
2019-01-05,05:32,9,Good Saturday,0
2019-01-05,05:32,10,Yoshi-Hashi,0
2019-01-05,06:02,1,#njdash,20.700
2019-01-05,06:02,2,#SaturdayMorning,10.860
2019-01-05,06:02,3,#satchat,0
2019-01-05,06:02,4,#moviesyouputinyourmouth,0
2019-01-05,06:02,5,#RuinABandNameWithOneLetter,0
2019-01-05,06:02,6,Torrance,0
2019-01-05,06:02,7,Taichi,0
2019-01-05,06:02,8,good saturday,0
2019-01-05,06:02,9,Bullet Club,0
2019-01-05,06:02,10,yoshi-hashi,0
2019-01-05,06:37,1,#SaturdayMorning,12.160
2019-01-05,06:37,2,#njdash,21.331
2019-01-05,06:37,3,#RuinABandNameWithOneLetter,0
2019-01-05,06:37,4,#SaturdayThoughts,11.427
2019-01-05,06:37,5,#satchat,0
2019-01-05,06:37,6,Lukaku,15.229
2019-01-05,06:37,7,Torrance,0
2019-01-05,06:37,8,Good Saturday,0
2019-01-05,06:37,9,Apple's Biggest Problem,0
2019-01-05,06:37,10,Taichi,0
2019-01-05,07:02,1,#SaturdayMorning,13.346
2019-01-05,07:02,2,#RuinABandNameWithOneLetter,0
2019-01-05,07:02,3,#SaturdayThoughts,12.232
2019-01-05,07:02,4,#SaturdayMotivation,28.013
2019-01-05,07:02,5,#njdash,21.725
2019-01-05,07:02,6,Lukaku,16.917
2019-01-05,07:02,7,Torrance,0
2019-01-05,07:02,8,Chong,14.630
2019-01-05,07:02,9,Good Saturday,0
2019-01-05,07:02,10,Apple's Biggest Problem,0
2019-01-05,07:32,1,#SaturdayMorning,15.152
2019-01-05,07:32,2,#RuinABandNameWithOneLetter,10.170
2019-01-05,07:32,3,#SaturdayThoughts,13.310
2019-01-05,07:32,4,#SaturdayMotivation,29.464
2019-01-05,07:32,5,#njdash,22.208
2019-01-05,07:32,6,Lukaku,18.792
2019-01-05,07:32,7,Torrance,0
2019-01-05,07:32,8,Chong,16.946
2019-01-05,07:32,9,Good Saturday,0
2019-01-05,07:32,10,Apple's Biggest Problem,0
2019-01-05,08:02,1,#SaturdayMorning,17.191
2019-01-05,08:02,2,#RuinABandNameWithOneLetter,11.486
2019-01-05,08:02,3,#SaturdayThoughts,14.380
2019-01-05,08:02,4,#SaturdayMotivation,30.887
2019-01-05,08:02,5,#NationalBirdDay,0
2019-01-05,08:02,6,Torrance,0
2019-01-05,08:02,7,Lukaku,20.359
2019-01-05,08:02,8,Happy Founders,0
2019-01-05,08:02,9,Chong,17.984
2019-01-05,08:02,10,Apple's Biggest Problem,0
2019-01-05,08:32,1,#RuinABandNameWithOneLetter,12.962
2019-01-05,08:32,2,#SaturdayMorning,19.671
2019-01-05,08:32,3,#SaturdayThoughts,15.628
2019-01-05,08:32,4,#NationalBirdDay,0
2019-01-05,08:32,5,#SaturdayMotivation,32.669
2019-01-05,08:32,6,Happy Founders,0
2019-01-05,08:32,7,FA Cup,51.304
2019-01-05,08:32,8,Torrance,10.692
2019-01-05,08:32,9,Lukaku,21.502
2019-01-05,08:32,10,chong,18.841
2019-01-05,09:02,1,#RuinABandNameWithOneLetter,14.449
2019-01-05,09:02,2,#SaturdayMorning,22.627
2019-01-05,09:02,3,#SaturdayThoughts,17.102
2019-01-05,09:02,4,#NationalBirdDay,0
2019-01-05,09:02,5,#CutieSexyJBDay,251.582
2019-01-05,09:02,6,Happy Founders,0
2019-01-05,09:02,7,Apple's Biggest Problem,0
2019-01-05,09:02,8,Morata,11.797
2019-01-05,09:02,9,FA Cup,51.640
2019-01-05,09:02,10,Torrance,11.728
2019-01-05,09:32,1,#RuinABandNameWithOneLetter,16.100
2019-01-05,09:32,2,#SaturdayMorning,25.921
2019-01-05,09:32,3,#SaturdayThoughts,18.651
2019-01-05,09:32,4,#NationalBirdDay,0
2019-01-05,09:32,5,#InsteadOfTheGym,0
2019-01-05,09:32,6,Morata,22.641
2019-01-05,09:32,7,Happy Founders,0
2019-01-05,09:32,8,Apple's Biggest Problem,0
2019-01-05,09:32,9,Kappa Alpha Psi Fraternity,0
2019-01-05,09:32,10,Torrance,12.729
2019-01-05,10:07,1,#RuinABandNameWithOneLetter,18.157
2019-01-05,10:07,2,#SaturdayMorning,29.228
2019-01-05,10:07,3,#NationalBirdDay,0
2019-01-05,10:07,4,#SaturdayThoughts,20.093
2019-01-05,10:07,5,#InsteadOfTheGym,0
2019-01-05,10:07,6,Morata,30.107
2019-01-05,10:07,7,Happy Founders,0
2019-01-05,10:07,8,Cesc,23.215
2019-01-05,10:07,9,Kappa Alpha Psi Fraternity,0
2019-01-05,10:07,10,Nupes,0
2019-01-05,10:32,1,#RuinABandNameWithOneLetter,19.718
2019-01-05,10:32,2,#SaturdayMorning,31.206
2019-01-05,10:32,3,#NationalBirdDay,0
2019-01-05,10:32,4,#SaturdayThoughts,21.118
2019-01-05,10:32,5,#InsteadOfTheGym,0
2019-01-05,10:32,6,Morata,33.805
2019-01-05,10:32,7,Happy Founders,0
2019-01-05,10:32,8,Nupes,0
2019-01-05,10:32,9,Xavier Johnson,0
2019-01-05,10:32,10,Cesc,31.373
2019-01-05,11:02,1,#RuinABandNameWithOneLetter,21.827
2019-01-05,11:02,2,#NationalBirdDay,0
2019-01-05,11:02,3,#SaturdayMorning,33.356
2019-01-05,11:02,4,#SaturdayThoughts,22.286
2019-01-05,11:02,5,#ShakespeareASong,0
2019-01-05,11:02,6,Kaleb Wesson,0
2019-01-05,11:02,7,Happy Founders,0
2019-01-05,11:02,8,Cam Johnson,0
2019-01-05,11:02,9,Morata,36.535
2019-01-05,11:02,10,Nupes,0
2019-01-05,11:37,1,#RuinABandNameWithOneLetter,24.341
2019-01-05,11:37,2,#NationalBirdDay,11.276
2019-01-05,11:37,3,#FCSChampionship,0
2019-01-05,11:37,4,#SaturdayThoughts,23.745
2019-01-05,11:37,5,#SaturdayMorning,35.471
2019-01-05,11:37,6,Eastern Washington,0
2019-01-05,11:37,7,Kaleb Wesson,0
2019-01-05,11:37,8,Graham Mertz,0
2019-01-05,11:37,9,NDSU,0
2019-01-05,11:37,10,Happy Founders,0
2019-01-05,11:57,1,#RuinABandNameWithOneLetter,25.562
2019-01-05,11:57,2,#NationalBirdDay,12.160
2019-01-05,11:57,3,#FCSChampionship,0
2019-01-05,11:57,4,Tevin Mack,0
2019-01-05,11:57,5,#SaturdayThoughts,24.499
2019-01-05,11:57,6,#NationalScreenwritersDay,0
2019-01-05,11:57,7,Kaleb Wesson,0
2019-01-05,11:57,8,Keon Broxton,0
2019-01-05,11:57,9,Eastern Washington,0
2019-01-05,11:57,10,Cassius Winston,0
2019-01-05,12:37,1,#RuinABandNameWithOneLetter,28.073
2019-01-05,12:37,2,#NationalBirdDay,14.500
2019-01-05,12:37,3,#FCSChampionship,0
2019-01-05,12:37,4,#NationalScreenwritersDay,0
2019-01-05,12:37,5,#SaturdayThoughts,26.375
2019-01-05,12:37,6,Tevin Mack,0
2019-01-05,12:37,7,Kaleb Wesson,0
2019-01-05,12:37,8,Keon Broxton,0
2019-01-05,12:37,9,Eastern Washington,0
2019-01-05,12:37,10,Cassius Winston,0
2019-01-05,13:02,1,#RuinABandNameWithOneLetter,29.498
2019-01-05,13:02,2,#NationalBirdDay,15.726
2019-01-05,13:02,3,#FCSChampionship,0
2019-01-05,13:02,4,#SaturdayThoughts,27.503
2019-01-05,13:02,5,#NationalScreenwritersDay,0
2019-01-05,13:02,6,Reid Travis,0
2019-01-05,13:02,7,Keon Broxton,0
2019-01-05,13:02,8,Tevin Mack,0
2019-01-05,13:02,9,Eastern Washington,0
2019-01-05,13:02,10,Kaleb Wesson,0
2019-01-05,13:37,1,#RuinABandNameWithOneLetter,31.434
2019-01-05,13:37,2,#NationalBirdDay,17.350
2019-01-05,13:37,3,#FCSChampionship,0
2019-01-05,13:37,4,#SJUBB,0
2019-01-05,13:37,5,#NationalScreenwritersDay,0
2019-01-05,13:37,6,North Dakota State,0
2019-01-05,13:37,7,Georgetown,0
2019-01-05,13:37,8,Chris Steele,0
2019-01-05,13:37,9,Easton Stick,0
2019-01-05,13:37,10,NDSU,0
2019-01-05,14:02,1,#RuinABandNameWithOneLetter,32.794
2019-01-05,14:02,2,#SJUBB,0
2019-01-05,14:02,3,#NationalBirdDay,18.382
2019-01-05,14:02,4,#NameStarWarsEpisodeIX,0
2019-01-05,14:02,5,#NationalScreenwritersDay,0
2019-01-05,14:02,6,Georgetown,0
2019-01-05,14:02,7,North Dakota State,0
2019-01-05,14:02,8,Shamorie Ponds,0
2019-01-05,14:02,9,NDSU,0
2019-01-05,14:02,10,Chris Steele,0
2019-01-05,14:32,1,Texans,52.018
2019-01-05,14:32,2,#RuinABandNameWithOneLetter,34.182
2019-01-05,14:32,3,#NFLWildCard,0
2019-01-05,14:32,4,#INDvsHOU,13.017
2019-01-05,14:32,5,#NameStarWarsEpisodeIX,0
2019-01-05,14:32,6,Jason Witten,0
2019-01-05,14:32,7,#NFLPlayoffs,19.823
2019-01-05,14:32,8,Kyle Guy,0
2019-01-05,14:32,9,Georgetown,0
2019-01-05,14:32,10,North Dakota State,0
2019-01-05,15:02,1,Texans,68.085
2019-01-05,15:02,2,#Colts,15.413
2019-01-05,15:02,3,#INDvsHOU,19.423
2019-01-05,15:02,4,Andrew Luck,0
2019-01-05,15:02,5,TY Hilton,12.671
2019-01-05,15:02,6,#NFLWildCard,0
2019-01-05,15:02,7,#NFLPlayoffs,23.253
2019-01-05,15:02,8,#WildCardWeekend,0
2019-01-05,15:02,9,Eric Ebron,0
2019-01-05,15:02,10,Jason Witten,0
2019-01-05,15:32,1,Texans,84.562
2019-01-05,15:32,2,Colts,116.819
2019-01-05,15:32,3,#INDvsHOU,24.793
2019-01-05,15:32,4,Andrew Luck,10.775
2019-01-05,15:32,5,#NFLWildCard,0
2019-01-05,15:32,6,TY Hilton,13.558
2019-01-05,15:32,7,#NFLPlayoffs,25.901
2019-01-05,15:32,8,#askmeek,0
2019-01-05,15:32,9,JJ Watt,0
2019-01-05,15:32,10,Watson,27.916
2019-01-05,16:02,1,Texans,105.053
2019-01-05,16:02,2,Colts,138.193
2019-01-05,16:02,3,#INDvsHOU,29.861
2019-01-05,16:02,4,Andrew Luck,14.248
2019-01-05,16:02,5,#NFLWildCard,0
2019-01-05,16:02,6,Watson,31.823
2019-01-05,16:02,7,#askmeek,0
2019-01-05,16:02,8,#NFLPlayoffs,28.547
2019-01-05,16:02,9,Frank Reich,0
2019-01-05,16:02,10,JJ Watt,0
2019-01-05,16:37,1,Texans,118.502
2019-01-05,16:37,2,Colts,153.614
2019-01-05,16:37,3,#INDvsHOU,32.852
2019-01-05,16:37,4,Andrew Luck,16.728
2019-01-05,16:37,5,#NFLWildCard,0
2019-01-05,16:37,6,#askmeek,0
2019-01-05,16:37,7,Watson,34.895
2019-01-05,16:37,8,#NFLPlayoffs,30.525
2019-01-05,16:37,9,Bill O'Brien,0
2019-01-05,16:37,10,Frank Reich,0
2019-01-05,17:02,1,Texans,127.266
2019-01-05,17:02,2,Colts,161.105
2019-01-05,17:02,3,#INDvsHOU,35.196
2019-01-05,17:02,4,Andrew Luck,17.655
2019-01-05,17:02,5,Watson,38.054
2019-01-05,17:02,6,#NFLWildCard,0
2019-01-05,17:02,7,#askmeek,0
2019-01-05,17:02,8,Bill O'Brien,0
2019-01-05,17:02,9,#NFLPlayoffs,31.753
2019-01-05,17:02,10,Frank Reich,0
2019-01-05,18:07,1,Texans,151.797
2019-01-05,18:07,2,#Colts,38.987
2019-01-05,18:07,3,#INDvsHOU,41.069
2019-01-05,18:07,4,Watson,49.262
2019-01-05,18:07,5,Andrew Luck,22.131
2019-01-05,18:07,6,#NFLWildCard,0
2019-01-05,18:07,7,#NFLPlayoffs,38.455
2019-01-05,18:07,8,Cowboys,70.539
2019-01-05,18:07,9,Bill O'Brien,0
2019-01-05,18:07,10,Chiefs,40.508
2019-01-05,18:32,1,Texans,155.421
2019-01-05,18:32,2,#Colts,40.893
2019-01-05,18:32,3,Cowboys,82.556
2019-01-05,18:32,4,#INDvsHOU,41.775
2019-01-05,18:32,5,#SEAvsDAL,27.949
2019-01-05,18:32,6,Watson,50.701
2019-01-05,18:32,7,#NFLWildCard,10.851
2019-01-05,18:32,8,Andrew Luck,23.024
2019-01-05,18:32,9,Seahawks,72.147
2019-01-05,18:32,10,Troy Aikman,0
2019-01-05,19:07,1,Allen Hurns,39.566
2019-01-05,19:07,2,#SEAvsDAL,38.630
2019-01-05,19:07,3,#Cowboys,17.862
2019-01-05,19:07,4,Texans,157.936
2019-01-05,19:07,5,#DallasCowboys,21.630
2019-01-05,19:07,6,#NFLWildCard,12.881
2019-01-05,19:07,7,#DALvsSEA,0
2019-01-05,19:07,8,Watson,50.758
2019-01-05,19:07,9,Troy Aikman,0
2019-01-05,19:07,10,Andrew Luck,23.756
2019-01-05,19:37,1,Allen Hurns,45.287
2019-01-05,19:37,2,#SEAvsDAL,43.033
2019-01-05,19:37,3,#Cowboys,20.120
2019-01-05,19:37,4,Texans,159.877
2019-01-05,19:37,5,#DallasCowboys,23.788
2019-01-05,19:37,6,Seahawks,93.534
2019-01-05,19:37,7,#NFLWildCard,13.485
2019-01-05,19:37,8,#DALvsSEA,0
2019-01-05,19:37,9,Tyler Lockett,0
2019-01-05,19:37,10,Russell Wilson,0
2019-01-05,20:02,1,Allen Hurns,48.506
2019-01-05,20:02,2,#SEAvsDAL,49.328
2019-01-05,20:02,3,#Cowboys,21.873
2019-01-05,20:02,4,#DallasCowboys,27.054
2019-01-05,20:02,5,Seahawks,100.220
2019-01-05,20:02,6,Texans,160.544
2019-01-05,20:02,7,#NFLWildCard,14.045
2019-01-05,20:02,8,#DALvsSEA,0
2019-01-05,20:02,9,Tyler Lockett,0
2019-01-05,20:02,10,Janikowski,0
2019-01-05,20:31,1,#SEAvsDAL,55.348
2019-01-05,20:31,2,Allen Hurns,51.051
2019-01-05,20:31,3,Doug Baldwin,0
2019-01-05,20:31,4,Seahawks,113.093
2019-01-05,20:31,5,Cowboys,134.102
2019-01-05,20:31,6,Russell Wilson,0
2019-01-05,20:31,7,Texans,161.909
2019-01-05,20:31,8,#SurivingRKelly,13.921
2019-01-05,20:31,9,#NFLWildCard,14.707
2019-01-05,20:31,10,#DALvsSEA,0
2019-01-05,21:06,1,#SEAvsDAL,65.243
2019-01-05,21:06,2,Seahawks,127.415
2019-01-05,21:06,3,Cowboys,148.409
2019-01-05,21:06,4,Allen Hurns,53.262
2019-01-05,21:06,5,Russell Wilson,11.081
2019-01-05,21:06,6,Doug Baldwin,0
2019-01-05,21:06,7,#SurivingRKelly,19.075
2019-01-05,21:06,8,KJ Wright,0
2019-01-05,21:06,9,Tavon Austin,0
2019-01-05,21:06,10,Texans,162.589
2019-01-05,21:31,1,#SEAvsDAL,76.851
2019-01-05,21:31,2,Cowboys,197.243
2019-01-05,21:31,3,Seahawks,155.781
2019-01-05,21:31,4,Russell Wilson,14.000
2019-01-05,21:31,5,Pete Carroll,0
2019-01-05,21:31,6,#SurivingRKelly,23.954
2019-01-05,21:31,7,Allen Hurns,54.685
2019-01-05,21:31,8,#DallasVsSeattle,0
2019-01-05,21:31,9,Dak Prescott,12.323
2019-01-05,21:31,10,Zeke,26.672
2019-01-05,22:06,1,Cowboys,236.774
2019-01-05,22:06,2,Seahawks,174.154
2019-01-05,22:06,3,#SEAvsDAL,81.932
2019-01-05,22:06,4,Pete Carroll,0
2019-01-05,22:06,5,Russell Wilson,17.308
2019-01-05,22:06,6,#FinishThisFight,80.546
2019-01-05,22:06,7,#DallasVsSeattle,0
2019-01-05,22:06,8,#SurivingRKelly,28.274
2019-01-05,22:06,9,Dak Prescott,18.054
2019-01-05,22:06,10,Zeke,31.437
2019-01-05,22:31,1,Cowboys,247.057
2019-01-05,22:31,2,Seahawks,179.407
2019-01-05,22:31,3,#SEAvsDAL,83.939
2019-01-05,22:31,4,#SurivingRKelly,30.690
2019-01-05,22:31,5,Pete Carroll,0
2019-01-05,22:31,6,Russell Wilson,18.292
2019-01-05,22:31,7,#FinishThisFight,83.526
2019-01-05,22:31,8,#DallasVsSeattle,0
2019-01-05,22:31,9,Dak Prescott,19.354
2019-01-05,22:31,10,#MuteRKelly,17.730
2019-01-05,23:01,1,Cowboys,254.539
2019-01-05,23:01,2,Seahawks,182.559
2019-01-05,23:01,3,#SEAvsDAL,85.670
2019-01-05,23:01,4,#SurivingRKelly,32.749
2019-01-05,23:01,5,Pete Carroll,0
2019-01-05,23:01,6,#FinishThisFight,86.721
2019-01-05,23:01,7,Russell Wilson,18.986
2019-01-05,23:01,8,#DallasVsSeattle,0
2019-01-05,23:01,9,#MuteRKelly,19.261
2019-01-05,23:01,10,Dak Prescott,20.521
2019-01-05,23:31,1,Cowboys,260.155
2019-01-05,23:31,2,Seahawks,185.362
2019-01-05,23:31,3,#SEAvsDAL,87.367
2019-01-05,23:31,4,#SurivingRKelly,35.128
2019-01-05,23:31,5,#MuteRKelly,20.484
2019-01-05,23:31,6,Pete Carroll,0
2019-01-05,23:31,7,#FinishThisFight,88.826
2019-01-05,23:31,8,Russell Wilson,19.386
2019-01-05,23:31,9,#DallasVsSeattle,0
2019-01-05,23:31,10,Dak Prescott,21.299
2019-01-06,00:01,1,Cowboys,263.763
2019-01-06,00:01,2,Seahawks,187.088
2019-01-06,00:01,3,#SEAvsDAL,88.321
2019-01-06,00:01,4,#SurivingRKelly,36.918
2019-01-06,00:01,5,#MuteRKelly,21.562
2019-01-06,00:01,6,#FinishThisFight,90.490
2019-01-06,00:01,7,Pete Carroll,0
2019-01-06,00:01,8,Russell Wilson,19.711
2019-01-06,00:01,9,#DallasVsSeattle,0
2019-01-06,00:01,10,Allen Hurns,61.701
2019-01-06,00:31,1,Cowboys,266.939
2019-01-06,00:31,2,Seahawks,188.928
2019-01-06,00:31,3,#SEAvsDAL,89.089
2019-01-06,00:31,4,#SurivingRKelly,38.589
2019-01-06,00:31,5,#MuteRKelly,22.918
2019-01-06,00:31,6,#FinishThisFight,91.640
2019-01-06,00:31,7,Russell Wilson,20.058
2019-01-06,00:31,8,Pete Carroll,0
2019-01-06,00:31,9,#DallasVsSeattle,0
2019-01-06,00:31,10,Dak Prescott,22.090
2019-01-06,01:06,1,Cowboys,269.844
2019-01-06,01:06,2,Seahawks,190.290
2019-01-06,01:06,3,#SEAvsDAL,89.670
2019-01-06,01:06,4,#MuteRKelly,24.706
2019-01-06,01:06,5,#SurivingRKelly,39.593
2019-01-06,01:06,6,#FinishThisFight,92.366
2019-01-06,01:06,7,Russell Wilson,20.375
2019-01-06,01:06,8,Pete Carroll,0
2019-01-06,01:06,9,#DallasVsSeattle,0
2019-01-06,01:06,10,Zeke,35.733
2019-01-06,01:31,1,Cowboys,271.604
2019-01-06,01:31,2,Seahawks,191.323
2019-01-06,01:31,3,#MuteRKelly,25.744
2019-01-06,01:31,4,#SurivingRKelly,40.694
2019-01-06,01:31,5,#FinishThisFight,92.839
2019-01-06,01:31,6,Russell Wilson,20.368
2019-01-06,01:31,7,Pete Carroll,0
2019-01-06,01:31,8,#BTSatGDA,220.533
2019-01-06,01:31,9,#DallasVsSeattle,0
2019-01-06,01:31,10,Dak Prescott,22.733
2019-01-06,02:06,1,#MuteRKelly,26.636
2019-01-06,02:06,2,#SurivingRKelly,42.005
2019-01-06,02:06,3,#BTSatGDA,244.666
2019-01-06,02:06,4,Pete Carroll,0
2019-01-06,02:06,5,#DallasVsSeattle,0
2019-01-06,02:06,6,Dak Prescott,22.901
2019-01-06,02:06,7,#Toonami,0
2019-01-06,02:06,8,Jerry Jones,0
2019-01-06,02:06,9,Jason Garrett,0
2019-01-06,02:06,10,The Seahawks,38.150
2019-01-06,02:36,1,#MuteRKelly,27.420
2019-01-06,02:36,2,#BTSatGDA,312.722
2019-01-06,02:36,3,Pete Carroll,0
2019-01-06,02:36,4,#DallasVsSeattle,0
2019-01-06,02:36,5,#Toonami,0
2019-01-06,02:36,6,Dak Prescott,23.081
2019-01-06,02:36,7,#hunterxhunter,0
2019-01-06,02:36,8,Jerry Jones,0
2019-01-06,02:36,9,Jonghyun,43.869
2019-01-06,02:36,10,Stray Kids,94.303
2019-01-06,03:06,1,#BTSatGDA,360.955
2019-01-06,03:06,2,#MuteRKelly,28.165
2019-01-06,03:06,3,#Toonami,0
